Name,State,latitude,Longitude,Elivation,Est. Population
புது தில்லி,Delhi,28.60,77.20,830,1246695
క్రొత్త ఢిల్లీ,Delhi,28.60,77.20,830,1246695
ఢిల్లీ,Delhi,28.65,77.23,830,2270613
ಕನ್ನಾಟ್ ಪ್ಲೇಸ್,Delhi,28.63,77.22,830,1821156
ದೆಹಲಿ,Delhi,28.65,77.23,830,2270613
ಹೊಸ ದೆಹಲಿ,Delhi,28.60,77.20,830,1246695
കൊണാട്ട് പ്ലേസ്,Delhi,28.63,77.22,830,1821156
ഡെൽഹി,Delhi,28.65,77.23,830,2270613
ന്യൂ ഡെൽഹി,Delhi,28.60,77.20,830,1246695
නව දිල්ලිය,Delhi,28.60,77.20,830,1246695
นิวเดลี,Delhi,28.60,77.20,830,1246695
เดลี,Delhi,28.65,77.23,830,2270613
ནེའུ་དིལ་ལི།,Delhi,28.60,77.20,830,1246695
ནེའུ་དིལ་ལིའི,Delhi,28.65,77.23,830,2270613
နယူးဒေလီမြို့,Delhi,28.60,77.20,830,1246695
დელი,Delhi,28.65,77.23,830,2270613
ნიუ-დელი,Delhi,28.60,77.20,830,1246695
ኒው ዴሊ,Delhi,28.60,77.20,830,1246695
コンノートプレイス,Delhi,28.63,77.22,830,1821156
デリー,Delhi,28.65,77.23,830,2270613
ニューデリー,Delhi,28.60,77.20,830,1246695
康诺特广场,Delhi,28.63,77.22,830,1821156
新德里,Delhi,28.60,77.20,830,1246695
뉴델리,Delhi,28.60,77.20,830,1246695
델리,Delhi,28.65,77.23,830,2270613
Abdasan,Gujarat,23.86,73.12,830,32426
Abhlod,Gujarat,22.75,74.24,1072,62267
Abhāpura,Gujarat,24.14,72.73,830,27314
Achad,Gujarat,20.22,72.88,144,65641
Achedi,Gujarat,24.25,72.53,830,37715
Achedi,Gujarat,24.27,72.38,830,35781
Adalaj,Gujarat,23.16,72.58,223,142767
Adepur,Gujarat,23.93,73.24,830,24144
Adepur,Gujarat,23.54,73.60,830,44841
Aderan,Gujarat,24.09,72.85,830,25527
Aderan,Gujarat,24.13,72.75,830,25477
Adesar,Gujarat,23.56,70.98,137,6399
Adhodhia,Gujarat,23.52,73.63,830,41068
Adhoi,Gujarat,23.40,70.51,370,4869
Adityana,Gujarat,21.72,69.69,108,14645
Adriana,Gujarat,23.43,71.71,59,13640
Adriyana,Gujarat,23.43,71.71,59,13640
Adwal,Gujarat,22.44,72.00,22,18118
Adwana,Gujarat,21.91,69.59,111,35559
Agar,Gujarat,22.03,73.66,180,37291
Agarvada,Gujarat,23.28,73.82,249,30161
Agarwara,Gujarat,23.00,73.84,830,64678
Agarwara,Gujarat,23.06,73.47,173,43306
Agas,Gujarat,22.52,72.88,114,159732
Agaswani,Gujarat,22.73,74.06,885,40504
Agatral,Gujarat,21.37,70.25,91,39695
Agdol,Gujarat,24.40,72.26,830,34659
Aghat Muwara,Gujarat,23.07,73.02,239,48060
Aghatia,Gujarat,23.43,73.54,830,50216
Agia,Gujarat,24.10,73.01,830,22890
Agol,Gujarat,23.14,72.27,141,28161
Agrāji Muwara,Gujarat,23.02,73.11,265,77744
Ahmadabad,Gujarat,23.03,72.59,282,1861390
Ahmadabadas,Gujarat,23.03,72.59,282,1861390
Ahmadabado,Gujarat,23.03,72.59,282,1861390
Ahmadnagar,Gujarat,23.60,72.97,830,67756
Ahmadpur,Gujarat,24.09,72.58,830,43345
Ahmedabad,Gujarat,23.03,72.59,282,1861390
Ahmedabad - અમદાવાદ,Gujarat,23.03,72.59,282,1861390
Ahmednagar,Gujarat,23.60,72.97,830,67756
Ahwa,Gujarat,20.76,73.69,1669,13857
Aimand,Gujarat,22.55,72.96,121,263127
Ajabpura Muwara,Gujarat,23.19,73.31,301,31619
Ajāb,Gujarat,21.26,70.36,318,31590
Akadia,Gujarat,21.65,71.10,830,19408
Akadia,Gujarat,22.10,71.45,416,21190
Akesan,Gujarat,24.17,72.39,830,81018
Aklia,Gujarat,23.32,73.56,830,26659
Akolda,Gujarat,21.42,71.48,321,26358
Akoli,Gujarat,24.50,72.38,830,21577
Akoti,Gujarat,21.17,73.19,82,71817
Akri,Gujarat,23.39,68.62,22,3347
Akrund,Gujarat,23.29,73.13,387,37828
Alampur,Gujarat,21.95,71.72,223,22941
Alampur,Gujarat,23.04,73.14,269,50445
Alela,Gujarat,23.12,73.34,295,50627
Alidar,Gujarat,20.89,70.85,196,24954
Alina,Gujarat,22.81,73.05,170,44220
Alindra,Gujarat,22.54,74.16,1669,28547
Alolda,Gujarat,21.42,71.48,321,26358
Alu,Gujarat,23.05,73.81,830,53870
Aluwa,Gujarat,23.08,73.09,236,63042
Alāna,Gujarat,23.24,73.12,298,31250
Amadavad,Gujarat,23.03,72.59,282,1861390
Amalwat,Gujarat,22.09,74.02,830,0
Amarghad,Gujarat,23.21,73.13,298,29181
Amba,Gujarat,21.09,73.58,830,24370
Amba,Gujarat,23.09,73.89,830,39540
Amba,Gujarat,24.03,73.20,961,19738
Amba,Gujarat,20.59,73.24,285,51431
Amba Mhauri,Gujarat,24.35,73.03,849,22778
Ambach,Gujarat,23.15,73.12,252,33804
Ambagam,Gujarat,23.22,73.27,311,28905
Ambakach,Gujarat,22.64,74.23,1669,37816
Ambaldi,Gujarat,21.18,71.34,416,24596
Ambargaon,Gujarat,20.20,72.75,3,18781
Ambasota,Gujarat,22.13,74.12,830,4766
Ambasota,Gujarat,22.12,74.10,830,2789
Ambela Mota,Gujarat,23.14,73.97,830,52842
Ambela Nana,Gujarat,23.14,73.97,830,53179
Ambetha,Gujarat,24.17,72.48,830,105040
Ambheti,Gujarat,20.38,73.02,91,98085
Ambli,Gujarat,22.73,74.19,1187,53560
Ambli Mota,Gujarat,23.10,73.60,242,66023
Amblia Mota,Gujarat,23.01,73.95,830,53659
Ambliat,Gujarat,23.08,73.71,347,39151
Ambliāla,Gujarat,24.20,72.53,830,61639
Amdāvāda,Gujarat,23.03,72.59,282,1861390
Amedebatum,Gujarat,23.03,72.59,282,1861390
Amiadra,Gujarat,23.90,73.09,830,30830
Amiapura,Gujarat,23.18,73.05,275,29202
Amirpur,Gujarat,22.08,74.07,830,0
Amlari,Gujarat,23.09,74.12,977,59947
Amleshwar,Gujarat,21.74,72.82,29,29915
Amliyara,Gujarat,23.22,73.04,331,29503
Amliyāra,Gujarat,23.22,73.04,331,29976
Amloja,Gujarat,23.34,73.82,252,30433
Amlīkhera,Gujarat,23.20,74.01,830,70021
Amod,Gujarat,21.99,72.87,26,18166
Amoda,Gujarat,21.52,74.07,321,29710
Amran,Gujarat,22.83,70.56,68,12367
Amrapagi Muwara,Gujarat,23.17,73.45,262,62886
Amrapur,Gujarat,21.72,70.05,200,19430
Amrapur,Gujarat,21.17,70.43,387,32206
Amrava,Gujarat,21.46,74.20,413,34026
Amreli,Gujarat,21.60,71.21,410,89502
Amrelis,Gujarat,21.60,71.21,410,89502
Amroli,Gujarat,21.25,72.84,39,148370
Amrāpur,Gujarat,23.23,73.20,301,28916
Amta,Gujarat,21.94,73.93,1230,38097
Amthani,Gujarat,23.32,73.76,259,30098
Anandpur,Gujarat,22.22,71.17,830,16871
Anandpur,Gujarat,22.42,70.72,272,17131
Anapurgarh,Gujarat,24.57,72.19,830,19262
Anaud,Gujarat,22.55,72.96,121,263127
Anawal,Gujarat,20.84,73.26,183,46345
Andhari,Gujarat,24.15,72.68,830,35449
Andhari Pandoravali,Gujarat,23.31,73.81,232,30142
Andhari Vagadiu,Gujarat,23.30,73.84,265,30999
Andharkanch,Gujarat,22.23,74.08,830,14640
Andharkaneh,Gujarat,22.23,74.08,830,14640
Andhārvādi,Gujarat,23.35,73.55,830,28991
Anghad,Gujarat,22.39,73.08,85,397724
Aniāli,Gujarat,22.15,71.18,830,18947
Anjani,Gujarat,24.29,73.12,954,16352
Anjanwa,Gujarat,23.13,73.81,830,38028
Anjār,Gujarat,23.11,70.03,239,26260
Ankala,Gujarat,23.76,73.05,830,35229
Ankevalia,Gujarat,22.84,71.45,318,13112
Ankevalia Mota,Gujarat,22.84,71.45,318,13112
Ankhal,Gujarat,24.05,72.83,830,23576
Anklachh,Gujarat,20.61,73.27,393,52573
Ankleshwar,Gujarat,21.63,72.99,42,125436
Anklesvar,Gujarat,21.63,72.99,42,125436
Anklia,Gujarat,23.31,73.72,259,29859
Ankliāra,Gujarat,24.00,72.75,830,22201
Anoppur,Gujarat,23.27,73.83,272,30304
Antapur,Gujarat,20.95,73.41,262,28503
Antarnes,Gujarat,23.70,71.31,36,2343
Anthri,Gujarat,24.01,73.17,830,22344
Antisar,Gujarat,23.03,73.17,278,44336
Antlavāda,Gujarat,23.28,73.73,219,30027
Antroli,Gujarat,23.00,73.01,216,55070
Anturli,Gujarat,21.52,74.20,347,43201
Anwarpur,Gujarat,23.12,74.18,830,56044
Arambhada,Gujarat,22.43,69.04,75,12470
Aramra,Gujarat,22.43,69.04,75,12470
Arana,Gujarat,22.43,69.04,75,12470
Aranra,Gujarat,22.43,69.04,75,12470
Arda,Gujarat,21.47,74.10,337,31363
Ardi,Gujarat,22.72,73.04,134,47227
Areth,Gujarat,21.31,73.16,167,30972
Aria,Gujarat,23.78,72.02,177,28377
Arik,Gujarat,22.25,70.01,157,12552
Arikh,Gujarat,22.25,70.01,157,12552
Aritha,Gujarat,23.15,73.65,278,66045
Arithi,Gujarat,23.15,73.68,301,48293
Arnala,Gujarat,20.42,73.08,173,28447
Arnivada,Gujarat,24.33,72.43,830,32210
Arod Muwara,Gujarat,23.14,73.91,830,37995
Asambia,Gujarat,22.97,69.45,183,8646
Asapur,Gujarat,21.52,74.03,318,27875
Asara,Gujarat,24.34,71.39,52,7730
Asarsa,Gujarat,21.95,72.59,16,14500
Ashiwara,Gujarat,23.18,73.83,830,36606
Ashmapur,Gujarat,24.22,72.48,830,89105
Ashmapura,Gujarat,24.14,72.53,830,54112
Ashrava,Gujarat,21.52,74.19,318,39632
Asota Mota,Gujarat,22.27,69.38,52,13176
Aspur,Gujarat,23.17,74.01,830,70999
Astgām,Gujarat,20.90,73.04,75,82051
Asundria,Gujarat,23.16,73.47,265,57268
Asāi,Gujarat,23.91,73.00,830,32299
Asār,Gujarat,22.18,74.01,830,16640
At,Gujarat,20.89,72.86,22,63713
Atalvada,Gujarat,23.27,73.71,219,29592
Atarsumba,Gujarat,23.99,73.22,830,22103
Atarsumba,Gujarat,23.05,72.97,252,38368
Atgam,Gujarat,20.65,73.03,111,64341
Atroli,Gujarat,24.28,72.44,830,41715
Avidha,Gujarat,21.77,73.18,45,35098
Bablia,Gujarat,23.31,73.56,830,26033
Babra,Gujarat,23.21,73.96,830,49457
Babra (India : Taluka),Gujarat,21.85,71.31,830,15645
Babri,Gujarat,23.11,73.94,830,40666
Babrol,Gujarat,23.20,73.96,830,49706
Bachau,Gujarat,23.30,70.34,193,23430
Bachawa Mota,Gujarat,23.24,73.50,341,26042
Bachkaria,Gujarat,23.16,74.02,830,74018
Bachkaria,Gujarat,23.39,73.74,367,30445
Bada,Gujarat,22.90,69.15,22,7324
Badar[ar Kalusan,Gujarat,24.10,72.36,830,45992
Badarmāla,Gujarat,24.22,72.86,879,26318
Badarpar Padura,Gujarat,24.20,72.35,830,46389
Badarpur,Gujarat,23.00,72.88,164,38826
Badhar Muwara,Gujarat,23.01,73.14,275,59554
Badharpura,Gujarat,24.26,72.39,830,38662
Badi,Gujarat,21.61,72.22,98,34870
Badnu,Gujarat,24.01,73.26,1020,20670
Badoli,Gujarat,23.82,73.07,830,41918
Baet,Gujarat,22.94,69.18,78,8642
Bagasara,Gujarat,21.49,70.96,830,53820
Bagasra,Gujarat,21.49,70.96,830,53820
Bagathala,Gujarat,22.85,70.72,150,30991
Bagathla,Gujarat,22.85,70.72,150,30991
Bagodra,Gujarat,22.64,72.20,26,20516
Bagwadar,Gujarat,21.79,69.59,42,36764
Bahadargad,Gujarat,24.09,72.46,830,48050
Bahadarpur,Gujarat,22.18,73.56,200,28451
Bahadarpur,Gujarat,24.02,72.57,830,44458
Bahadurpur,Gujarat,22.18,73.56,200,28451
Bahiel,Gujarat,23.07,72.89,183,37268
Bahurupa,Gujarat,21.52,74.23,321,45451
Bajana,Gujarat,23.12,71.78,26,10862
Bajarwara,Gujarat,23.07,74.14,866,57434
Bajiasur,Gujarat,24.04,73.14,830,22723
Bakarpur,Gujarat,23.86,73.02,830,54333
Bakharia,Gujarat,21.73,69.64,85,26968
Bakharla,Gujarat,21.73,69.64,85,26968
Bakor,Gujarat,23.34,73.61,830,27718
Bakutra,Gujarat,23.81,71.18,91,12218
Baladgaon Borda,Gujarat,22.13,74.01,830,4724
Balaiya,Gujarat,23.20,74.00,830,63901
Balamba,Gujarat,21.54,74.07,347,29122
Balamba,Gujarat,22.74,70.43,49,11348
Balana,Gujarat,20.85,71.29,3,17815
Balasar,Gujarat,21.11,72.98,59,118000
Balda,Gujarat,21.52,74.25,351,42575
Baldhoi,Gujarat,22.05,71.06,830,27065
Baldoi,Gujarat,22.05,71.06,830,27065
Baldānu,Gujarat,22.57,71.70,209,16552
Balesar,Gujarat,21.11,72.98,59,118000
Balindian,Gujarat,23.06,74.27,830,54864
Balisana,Gujarat,23.82,72.26,308,31171
Balisna,Gujarat,23.82,72.26,308,31171
Baliādeo Muwara,Gujarat,23.09,73.27,275,29190
Balol,Gujarat,22.54,72.13,22,11885
Baluji Muvāda,Gujarat,23.27,73.82,282,30120
Balujina Mota,Gujarat,23.08,73.68,383,40935
Balupara,Gujarat,22.80,73.78,830,61248
Balupura,Gujarat,22.80,73.78,830,61248
Balwa,Gujarat,22.21,74.01,830,20240
Balwākhant Muwara,Gujarat,23.18,73.39,285,64506
Bamania,Gujarat,24.11,72.68,830,34360
Bamankua,Gujarat,22.44,73.61,1669,28101
Bamankuwa,Gujarat,22.44,73.61,1669,28101
Bambela,Gujarat,23.17,74.19,830,49947
Bambhanka,Gujarat,23.81,70.34,59,199
Bamna Muwara,Gujarat,23.21,73.83,830,34026
Bamni,Gujarat,23.34,73.55,830,28058
Bamniāwāla Muwāra,Gujarat,23.12,73.79,830,38237
Bamodra,Gujarat,24.21,72.92,830,26244
Bampur,Gujarat,23.46,73.46,830,33216
Bamroda,Gujarat,23.28,73.66,223,26686
Banaji Muwara,Gujarat,23.06,73.22,272,33029
Band,Gujarat,24.39,72.69,889,18455
Bandar,Gujarat,21.05,71.78,3,36565
Bandia,Gujarat,23.40,69.01,262,7031
Bandibār,Gujarat,22.82,74.40,961,65998
Bandiu Muwara,Gujarat,23.08,73.20,262,33626
Bansda,Gujarat,20.76,73.36,354,51405
Bantiawala Muwara,Gujarat,23.06,73.88,830,45498
Bantwa,Gujarat,21.49,70.08,72,29165
Baola Muwara,Gujarat,23.06,73.41,223,40859
Baoli,Gujarat,22.93,71.40,255,15024
Bara Dūngar,Gujarat,23.03,74.05,1007,58951
Barada,Gujarat,22.20,69.02,98,21971
Baranda,Gujarat,23.56,68.68,252,2682
Bardi Pada,Gujarat,21.48,74.05,321,30421
Bardoti,Gujarat,21.12,73.11,72,102414
Bareja,Gujarat,22.85,72.59,101,30711
Baria,Gujarat,22.18,74.12,830,10669
Baria,Gujarat,22.16,74.10,830,2304
Bariawala Muwara,Gujarat,23.17,73.80,830,36973
Barikora,Gujarat,23.21,73.89,830,36859
Bariya,Gujarat,22.71,73.91,830,48168
Baroach,Gujarat,21.69,72.98,0,123669
Baroda,Gujarat,23.30,73.02,377,34018
Baroda,Gujarat,22.30,73.21,830,525890
Barodra,Gujarat,23.30,73.02,377,34018
Barora,Gujarat,23.22,73.49,288,32930
Barpatoli,Gujarat,20.99,71.39,114,28177
Barvala,Gujarat,22.15,71.89,45,16171
Barwala Para,Gujarat,22.96,74.31,971,58195
Basai,Gujarat,24.03,73.38,1669,24117
Basu,Gujarat,24.06,72.33,830,45021
Batakwāra,Gujarat,23.25,73.98,830,52745
Batauara,Gujarat,24.30,72.48,830,28136
Baunagar,Gujarat,21.77,72.15,82,152373
Bavla,Gujarat,22.83,72.36,85,49573
Bavliali,Gujarat,22.07,72.12,9,20137
Bavliari,Gujarat,22.07,72.12,9,20137
Bawa-No-Math,Gujarat,23.22,73.20,295,28906
Bawalchuri,Gujarat,24.04,72.45,830,45412
Bawāwal,Gujarat,23.20,73.99,830,63650
Bayad,Gujarat,23.22,73.21,298,28905
Bebar,Gujarat,23.49,69.46,101,7143
Bechar Metāna Muwāra,Gujarat,23.21,73.91,830,37576
Bed,Gujarat,22.43,69.90,13,31196
Beda ka Pani,Gujarat,24.35,72.79,1669,24414
Bedavli,Gujarat,23.26,73.64,246,26371
Bedi,Gujarat,22.50,70.04,32,211332
Bedi Bandar,Gujarat,22.50,70.04,32,211332
Bedsama,Gujarat,24.06,72.77,830,22675
Bedvali,Gujarat,23.26,73.64,239,26021
Beerwarah,Gujarat,22.29,68.96,39,32415
Begor,Gujarat,24.15,72.96,830,24597
Beh,Gujarat,22.28,69.46,49,13617
Beheda,Gujarat,24.20,72.90,830,26319
Behera,Gujarat,20.95,73.28,177,34661
Bej,Gujarat,21.50,74.09,301,31551
Bela,Gujarat,23.39,73.60,830,35073
Bela,Gujarat,22.86,70.53,62,12367
Bela,Gujarat,23.87,70.80,91,4638
Bela,Gujarat,22.90,70.89,180,43093
Bela-Amran,Gujarat,22.86,70.53,62,12367
Benap,Gujarat,24.15,71.42,49,13289
Benda,Gujarat,23.16,73.91,830,38200
Ber,Gujarat,23.47,68.60,72,3136
Ber Mota,Gujarat,23.47,68.60,72,3136
Beraja,Gujarat,22.25,69.91,190,12367
Beraja,Gujarat,22.40,70.00,78,80312
Berajia,Gujarat,22.25,69.91,190,12367
Berampur,Gujarat,24.26,72.66,994,22977
Beria,Gujarat,23.17,73.75,374,38133
Berio,Gujarat,24.11,73.07,830,22851
Berāja,Gujarat,22.98,69.61,242,10797
Bet,Gujarat,22.45,69.10,42,6251
Betia Chayara Muwara,Gujarat,23.10,73.08,242,48483
Betāwāra,Gujarat,23.09,73.05,232,52444
Betāwāria Muwara,Gujarat,23.03,73.21,269,37222
Bhabar,Gujarat,24.07,71.60,127,27652
Bhabbar,Gujarat,24.07,71.60,127,27652
Bhabhot,Gujarat,21.68,72.84,0,41949
Bhachāu,Gujarat,23.30,70.34,193,23430
Bhad,Gujarat,21.51,69.85,55,36155
Bhadarva,Gujarat,22.52,73.13,95,74327
Bhadarwa,Gujarat,22.52,73.13,95,74327
Bhadath,Gujarat,24.34,72.22,387,41820
Bhadhot,Gujarat,21.68,72.84,0,41949
Bhadia Nana,Gujarat,22.83,69.48,52,5718
Bhadkad,Gujarat,22.62,72.71,82,46748
Bhadli,Gujarat,22.02,71.44,830,22008
Bhadran,Gujarat,22.36,72.90,98,124159
Bhadresar,Gujarat,22.91,69.90,68,4954
Bhadreswar,Gujarat,22.91,69.90,68,4954
Bhadria Mota,Gujarat,23.17,73.65,285,59969
Bhadrod,Gujarat,21.14,71.80,55,52974
Bhadva,Gujarat,22.09,70.91,830,23650
Bhaedwa Muwara,Gujarat,23.05,73.33,265,35528
Bhaelakui,Gujarat,23.07,73.01,249,40915
Bhagal,Gujarat,24.17,72.51,830,75753
Bhagat Mota,Gujarat,23.24,73.64,229,27355
Bhagat Muwara,Gujarat,23.09,73.20,262,33687
Bhagva,Gujarat,21.35,72.65,29,12622
Bhagwa,Gujarat,21.35,72.65,29,12622
Bhagwaji Muwara,Gujarat,23.22,73.43,331,44681
Bhaiji Muwara,Gujarat,23.07,73.22,269,32234
Bhaika,Gujarat,22.50,71.89,98,13318
Bhajna,Gujarat,24.59,71.87,295,19974
Bhakar,Gujarat,24.28,72.29,830,33898
Bhakhara,Gujarat,23.94,73.23,830,24012
Bhakhiri,Gujarat,24.08,72.66,830,30972
Bhakodar,Gujarat,20.89,71.45,55,15614
Bhakudar,Gujarat,24.39,72.30,830,26897
Bhalara,Gujarat,23.10,73.50,196,44888
Bhaldi,Gujarat,24.47,72.34,830,22079
Bhalod,Gujarat,21.82,73.19,104,36092
Bhalsan,Gujarat,22.32,70.17,200,28344
Bhalsan Great,Gujarat,22.32,70.17,200,28344
Bhalsān Mota,Gujarat,22.32,70.17,200,28344
Bhalu Moti,Gujarat,24.04,72.72,830,22266
Bhambhori,Gujarat,22.84,74.34,1013,95768
Bhamera,Gujarat,23.04,74.00,971,56576
Bhamra,Gujarat,23.18,73.57,219,39857
Bhamri Simal,Gujarat,23.32,73.98,974,42987
Bhamsāl,Gujarat,21.52,74.28,351,36139
Bhana Simal,Gujarat,23.32,73.92,830,38094
Bhanadra,Gujarat,21.86,73.63,275,25982
Bhandariya,Gujarat,21.59,72.13,308,29307
Bhandoi,Gujarat,23.02,73.91,830,53761
Bhanduri,Gujarat,21.11,70.28,131,33729
Bhandāria,Gujarat,21.59,72.13,308,29307
Bhangor,Gujarat,22.10,69.86,334,12990
Bhanpur,Gujarat,23.08,73.61,390,57737
Bhanpur,Gujarat,24.01,72.91,830,26060
Bhanpur,Gujarat,23.85,73.11,830,33832
Bhanpura,Gujarat,23.10,74.17,830,56853
Bhanwar,Gujarat,21.93,69.78,187,35248
Bharapor,Gujarat,23.13,69.63,830,298
Bharapur,Gujarat,23.13,69.63,830,298
Bharat,Gujarat,24.34,72.22,387,41820
Bharatpur,Gujarat,23.19,73.11,278,30311
Bharbhut,Gujarat,21.68,72.84,0,41949
Bharduva,Gujarat,24.23,71.36,36,12356
Bhardwach,Gujarat,23.59,73.57,830,39683
Bharetra Muwara,Gujarat,23.18,73.39,288,64506
Bharkawara,Gujarat,24.05,72.38,830,45369
Bharkha,Gujarat,23.07,73.56,285,44144
Bharnagar,Gujarat,21.77,72.15,82,152373
Bharoch,Gujarat,21.69,72.98,0,123669
Bharod,Gujarat,24.13,72.50,830,63820
Bharora,Gujarat,23.22,73.49,308,32930
Bharu Muwara,Gujarat,23.15,73.20,265,28906
Bharuch,Gujarat,21.69,72.98,0,123669
Bharwadna Muwara,Gujarat,23.16,73.25,272,28906
Bhat,Gujarat,22.41,73.63,1669,26711
Bhata Muwara,Gujarat,23.08,73.41,249,43358
Bhatamal Moti,Gujarat,24.28,72.40,830,40433
Bhatamal Nani,Gujarat,24.32,72.41,830,33441
Bhatara Muwara,Gujarat,23.15,73.48,259,54539
Bhatha,Gujarat,23.07,73.82,830,48169
Bhatha,Gujarat,21.19,72.76,42,1027399
Bhatia Mota,Gujarat,23.21,73.73,344,36406
Bhatpura,Gujarat,23.06,73.62,830,47404
Bhatva,Gujarat,23.94,73.08,830,27026
Bhatvas,Gujarat,24.08,72.63,830,37163
Bhatvās,Gujarat,24.02,72.72,830,22201
Bhaunagar,Gujarat,21.77,72.15,82,152373
Bhaunrbuj,Gujarat,24.31,72.83,1669,26224
Bhaupura,Gujarat,23.10,74.19,830,57358
Bhauwar,Gujarat,21.93,69.78,187,35248
Bhavda,Gujarat,22.26,69.07,111,27883
Bhavnagar,Gujarat,21.77,72.15,82,152373
Bhawanpara,Gujarat,23.15,73.95,830,43828
Bhaya nadar,Gujarat,21.86,70.25,259,30211
Bhayawadar,Gujarat,21.86,70.25,259,30211
Bhdrala,Gujarat,20.99,70.48,164,26951
Bhe,Gujarat,22.68,74.23,1167,46268
Bhedia Mota,Gujarat,23.28,73.58,360,25196
Bhejli Muwara,Gujarat,23.09,73.08,239,55761
Bhemlia Muwara,Gujarat,23.10,73.08,242,43159
Bhempur,Gujarat,23.57,73.60,830,42623
Bhempura Muwara,Gujarat,23.06,73.02,232,54868
Bhendara,Gujarat,23.26,73.92,830,37174
Bhendra,Gujarat,23.23,73.90,830,36769
Bhendul,Gujarat,22.58,74.14,882,34121
Bherai,Gujarat,20.98,71.49,45,30591
Bherala,Gujarat,20.99,70.48,164,26951
Bherandiala,Gujarat,23.66,69.71,3,298
Bhesan,Gujarat,21.55,70.71,830,17037
Bhesawara Khatana,Gujarat,23.15,73.56,206,45110
Bhesāwāra Kākāna,Gujarat,23.16,73.58,229,53996
Bhevada,Gujarat,23.26,73.61,298,25479
Bhewara Phataji,Gujarat,23.24,73.60,265,25519
Bhewara Tak,Gujarat,23.24,73.61,242,25895
Bhewāra Makansingji,Gujarat,23.23,73.62,239,26093
Bhichor,Gujarat,23.23,74.10,1000,67363
Bhikha Muwara,Gujarat,23.02,73.36,242,44580
Bhikha Muwara,Gujarat,23.02,73.38,219,44950
Bhil Bhavāli,Gujarat,21.48,74.06,324,30828
Bhil Jambholi,Gujarat,21.43,74.05,396,29084
Bhil Pāda,Gujarat,21.49,74.04,308,30670
Bhil Semli,Gujarat,24.45,73.04,1669,22027
Bhilari,Gujarat,24.19,72.01,311,39032
Bhilbar,Gujarat,23.33,73.95,830,39485
Bhildi,Gujarat,24.19,72.01,311,39032
Bhilka,Gujarat,21.44,70.60,305,40406
Bhilo Na Dhudha,Gujarat,23.51,73.60,830,45420
Bhiloda,Gujarat,23.77,73.25,839,39602
Bhilot,Gujarat,23.87,71.54,101,23917
Bhilot,Gujarat,23.87,71.54,101,23917
Bhilvāda,Gujarat,23.25,73.77,269,30649
Bhilvāda,Gujarat,23.26,73.78,249,30281
Bhilwarna Para,Gujarat,22.89,74.34,931,79189
Bhilāchal,Gujarat,24.44,72.40,830,22201
Bhilāri Muwara,Gujarat,23.09,73.31,288,37708
Bhimapur,Gujarat,23.50,73.60,830,47065
Bhimasir,Gujarat,23.54,70.87,190,6407
Bhimkata,Gujarat,22.80,70.47,55,12367
Bhimkatta,Gujarat,22.80,70.47,55,12367
Bhimnath,Gujarat,22.25,71.92,55,13424
Bhimora,Gujarat,22.34,71.24,830,16390
Bhimpur,Gujarat,23.07,73.45,187,42843
Bhimrad,Gujarat,22.08,71.58,328,22101
Bhimāsar,Gujarat,23.54,70.87,190,6407
Bhinar,Gujarat,20.82,73.33,242,45791
Bhirata,Gujarat,22.08,74.16,839,13440
Bhirāta,Gujarat,22.07,74.15,872,9959
Bhit,Gujarat,23.25,68.65,29,2817
Bhitori,Gujarat,23.18,74.08,944,72005
Bhogat,Gujarat,21.99,69.24,22,14040
Bhoika,Gujarat,22.50,71.89,98,13318
Bhoja,Gujarat,23.00,73.49,246,43169
Bhoja Muwāra,Gujarat,23.14,73.06,255,34078
Bhojavadar,Gujarat,21.85,71.72,239,24716
Bhojela,Gujarat,23.15,74.01,830,70802
Bhojia Kiāri Muwara,Gujarat,23.01,73.32,278,49549
Bhojraj,Gujarat,23.16,69.26,830,8627
Bholowat,Gujarat,21.01,70.46,170,22672
Bholāwat,Gujarat,21.01,70.46,170,22672
Bhondri,Gujarat,23.40,73.53,830,40037
Bhongāpura,Gujarat,23.23,74.14,987,52205
Bhooj,Gujarat,23.25,69.67,387,88154
Bhopār,Gujarat,21.55,74.23,357,46488
Bhordu,Gujarat,24.44,71.75,219,21158
Bhorol,Gujarat,24.53,71.54,101,18852
Bhorwa,Gujarat,22.69,74.07,830,35640
Bhotwa,Gujarat,23.17,73.78,400,37114
Bhotwa,Gujarat,23.13,73.96,830,49169
Bhramkhera,Gujarat,22.77,74.29,935,78897
Bhugardi Nani,Gujarat,23.11,73.97,830,50857
Bhuglia Muwara,Gujarat,23.09,73.08,239,55279
Bhuj,Gujarat,23.25,69.67,387,88154
Bhujpara,Gujarat,23.89,73.07,830,35068
Bhujpur,Gujarat,22.88,69.63,85,11371
Bhukakutri,Gujarat,23.42,73.52,830,42497
Bhukhel,Gujarat,23.25,73.18,314,30458
Bhukhi,Gujarat,23.23,73.85,830,33652
Bhul,Gujarat,23.40,73.81,377,32427
Bhula Khant Mota,Gujarat,23.23,73.74,331,33635
Bhunagar,Gujarat,21.77,72.15,82,152373
Bhunidra,Gujarat,23.03,73.72,830,43733
Bhutia,Gujarat,23.87,73.08,830,38403
Bhutia,Gujarat,23.06,73.22,272,33029
Bhutkheri,Gujarat,23.03,73.99,879,53006
